title,hh_link,address,company,short_description,experience,salary
Системный / бизнес-аналитик (IT),https://hh.ru/vacancy/131397541?query=it&hhtmFrom=vacancy_search_list,Москва,StartUpix,"Сильные коммуникационные навыки (устные и письменные): умение ясно и структурно доносить мысли, выстраивать конструктивный диалог и фиксировать договорённости.",Опыт 3-6 лет,"1 500 – 3 000 ₽ за час, на руки"
Технический специалист / IT-специалист,https://hh.ru/vacancy/131887887?query=it&hhtmFrom=vacancy_search_list,Москва,ИП Бакулина Виктория Анатольевна,умеет автоматизировать процессы. * понимает бизнес-логику. Hard skills (обязательные). * опыт работы с **1С Комплексная автоматизация. * опыт работы с 1...,Опыт 1-3 года,"от 100 000 ₽ за месяц, на руки"
IT-Мастер / Начинающий мастер ПК,https://hh.ru/vacancy/131439331?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Ок Комфорт-Сервис,,Без опыта,"200 000 – 250 000 ₽ за месяц, на руки"
Инженера проектировщика IT-систем,https://hh.ru/vacancy/132001220?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ЧЕСКА,Знание современного оборудования и решений для,Опыт 1-3 года,
Юрист IT (Цифровой рубль),https://hh.ru/vacancy/131210205?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Мещанский",Центральный банк Российской Федерации (Банк России),"Опыт работы по юридической специальности в области правового регулирования информационных технологий, цифровых решений, искусственного интеллекта, в частности в",Опыт более 6 лет,
Руководитель IT отдела,https://hh.ru/vacancy/128866673?query=it&hhtmFrom=vacancy_search_list,Москва,ООО КомСтрой,"Высшее образование. Опыт работы системным администратором не менее 5 лет, в должности руководителя отдела/группы от 2х лет.",Опыт более 6 лет,"150 000 – 200 000 ₽ за месяц, на руки"
Спикер направления IT,https://hh.ru/vacancy/131987706?query=it&hhtmFrom=vacancy_search_list,Москва,Ventra,"География: Россия, Казахстан, Узбекистан, Беларусь. Публичность внутри крупного",Опыт более 6 лет,
Менеджер IT проектов,https://hh.ru/vacancy/131986493?query=it&hhtmFrom=vacancy_search_list,Москва,ООО PepsiCo,"Опыт работы в управлении проектами более 3 лет, предпочтительно в сфере ИТ, digital или transformation. Опыт реализации региональных проектов, включая...",Опыт 3-6 лет,
Менеджер проекта (IT/Digital),https://hh.ru/vacancy/131394244?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Тверской",ARK,Высшее образование и опыт работы от 3 лет в управлении,Опыт 3-6 лет,
Менеджер по продажам (IT),https://hh.ru/vacancy/131998462?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Пресненский",ООО Сентал,Экспертиза в,Опыт 1-3 года,
Инженер технической поддержки IT,https://hh.ru/vacancy/131996593?query=it&hhtmFrom=vacancy_search_list,Москва,Авилон Автомобильная Группа,"Знание перечня основных и второстепенных элементов ИТ инфраструктуры. Знание ПК на уровне администратора. Работа с основным ПО АРМ (ОС, Офисный...",Опыт 1-3 года,"104 000 ₽ за месяц, на руки"
Менеджер IT-проектов,https://hh.ru/vacancy/131534574?query=it&hhtmFrom=vacancy_search_list,Москва,АНО ЦИСМ,Опыт от 2-х лет в управлении,Опыт 1-3 года,
Менеджер по закупкам (IT),https://hh.ru/vacancy/131878954?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ИТК СИСТЕМА,Знание английского языка на уровне intermediate и выше. Знание поставщиков и производителей,Опыт 1-3 года,
Financial Controller (IT Company),https://hh.ru/vacancy/131090734?query=it&hhtmFrom=vacancy_search_list,Москва,АИМОР,"Самостоятельность, системное мышление и способность работать с большим объёмом данных. Опыт работы в",Опыт 3-6 лет,
"PR-специалист (IT, финтех)",https://hh.ru/vacancy/131543131?query=it&hhtmFrom=vacancy_search_list,Москва,Маслов : агентство,Опыт работы от 6 месяцев на позиции PR-специалиста. Знания английского не ниже Intermediate. Грамотный и качественный копирайтинг: умение хорошо...,Опыт 1-3 года,
