title,hh_link,address,company,short_description,experience,salary
Продакт-менеджер / Менеджер по продукту (Климатическая техника),https://hh.ru/vacancy/126061336?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Группа компаний АЯК,Высшее образование (желательно инженерное/техническое). Опыт работы в b2b от 3 лет. Опыт работы на рынке технических продуктов...,Опыт 3-6 лет,
Ассистент продакт-менеджера (fashion),https://hh.ru/vacancy/131671033?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,посёлок Вешки,Zella,Высшее образование по направлению Аналитики или Дизайна. Понимание работы с аналитикой данных. Желание развиваться в индустрии моды. Умение чувствовать рынок...,Опыт 1-3 года,
Ассистент продакт-менеджера (fashion),https://hh.ru/vacancy/131671034?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,посёлок Вешки,Zella,Высшее образование по направлению Аналитики или Дизайна. Понимание работы с аналитикой данных. Желание развиваться в индустрии моды. Умение чувствовать рынок...,Опыт 1-3 года,
Продакт-менеджер (матрасное производство),https://hh.ru/vacancy/128011061?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО ФомЛайн,"Опыт работы в сфере товаров для сна, матрасного производства по специальности маркетолог/",Опыт 1-3 года,
Продакт-менеджер на проект АСАП,https://hh.ru/vacancy/131930757?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Mediascope,Опыт управления продуктами от 3 лет. Опыт работы в наружной рекламе/ Опыт в рекламном агентстве в части наружной рекламы или...,Опыт 3-6 лет,
Руководитель отдела продукта / Продакт / Категорийный менеджер ( Fashion / бренд женской одежды),https://hh.ru/vacancy/131679013?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Краснодар, р-н Центральный",Galala Brand,Профильное высшее образование: * Опыт работы в качестве руководителя направления / ведущего категорийного менеджера / ведущего,Опыт 3-6 лет,
Продакт-менеджер на международное направление,https://hh.ru/vacancy/131930713?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Mediascope,Опыт управления продуктами от 3 лет. Опыт реализации продуктов в ИТ и/или наружной рекламе. Знание основ формирования медиаметрических измерений...,Опыт более 6 лет,
Продакт-менеджер на специальные проекты,https://hh.ru/vacancy/131930687?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Mediascope,Опыт управления проектами от 3 лет. Опыт ведения разносторонних проектов. Опыт работы в наружной рекламе/ интернет-рекламе. Умение формулировать и...,Опыт 3-6 лет,
"Ведущий продакт-менеджер/ Senior product Manager (ОТС, RX гинекология)",https://hh.ru/vacancy/130897551?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Москва, р-н Очаково-Матвеевское",АО Валента Фармацевтика,Опыт работы в фармацевтическом маркетинге на позиции,Опыт 3-6 лет,
Продакт-менеджер на проект видеонаблюдение,https://hh.ru/vacancy/131930499?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Mediascope,Опыт управления продуктами от 3 лет. Опыт реализации проектов по обработке данных с камер видеонаблюдения (телеком)/ ИТ с интеграциями с...,Опыт более 6 лет,
Продакт-менеджер строительного оборудования,https://hh.ru/vacancy/131220517?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ДЖЕЙКЕТ РАБОТА,Опыт работы инженером в строительстве/ продажах /аренде (Опалубка). Коммуникабельность и умение работать в команде. Нацеленность на результат. Готовность к обучению...,Без опыта,
Продакт-менеджер/Бренд-менеджер,https://hh.ru/vacancy/131900178?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Аравия,Опыт работы,Опыт 1-3 года,
Продакт-менеджер Model Studio CS (архитектурно-строительное проектирование) / Технический специалист,https://hh.ru/vacancy/131623862?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,деревня Румянцево,"СиСофт, (CSoft)",Высшее техническое образование (приветствуется инженер-строитель). Знание одной или нескольких САПР/ВIM систем по архитектурно-строительному направлению на уровне опытного...,Опыт 1-3 года,
Руководитель Продакт-менеджер (Product Manager) (Нижнее белье/Маркетплейсы),https://hh.ru/vacancy/131829686?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Казань,ООО Мистелла,"Опыт в fashion-сегменте. Опыт ведения продукта от идеи до реализации (Нижнее белье, одежда). Опыт в аналитике маркетплейсов.",Опыт 3-6 лет,
Продакт менеджер/Product Manager (МФО),https://hh.ru/vacancy/131928424?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ABCstaff,"Опыт работы в сфере МФО от 3 лет (кандидаты без релевантного опыта не рассматриваются). Аналитический склад ума, уверенная работа с...",Опыт 3-6 лет,
Продакт-менеджер индустриальные ЛКМ,https://hh.ru/vacancy/131896054?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Адмиралтейский","Химик, Группа компаний",Умение реализовывать стратегию брэнда. Знать специфику рынка материалов для АКЗ и ОГЗ (желательно). Умение организовывать и проводить маркетинговые мероприятия.,Опыт 3-6 лет,
Product manager / продакт менеджер / категорийный менеджер (Китай),https://hh.ru/vacancy/131320376?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Birka Art,"Территориально: Китай, Москва. Практический опыт в построении ассортиментных матриц коллекций от 3 лет. Опыт на маркетплейсах обязателен. Опыт с контрактными...",Опыт 1-3 года,
Продакт менеджер (маркетплейсы),https://hh.ru/vacancy/131882118?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ИП Уринёв Роман Вадимович,Опыт работы,Опыт 3-6 лет,
Продакт менеджер/маркетолог,https://hh.ru/vacancy/131883382?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Минск,ООО Зоополис,Опыт работы в маркетинге от 3 лет. Умение работать в команде и самостоятельно. Коммуникабельность и готовность к участию в офлайн...,Опыт 3-6 лет,
Руководитель продакт-менеджеров,https://hh.ru/vacancy/131876228?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО М-Консалт,Опыт в,Опыт 3-6 лет,
"Руководитель/Продакт-менеджер направления ""Светотехника""",https://hh.ru/vacancy/131307586?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Подольск, ул. Б.Серпуховская, 199 ""Г""",ООО Элекон,"Имеете высшее техническое образование. Имеете аналогичный опыт работы. Хорошо знаете: Excel, Word, в идеале - AutoCAD, Adobe Photoshop.",Опыт 1-3 года,
Продакт-менеджер B2B,https://hh.ru/vacancy/131468340?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"деревня Ратмирово, Набережная улица, 6",АО ТРАНСКЕМИКЛ - экспресс,У вас высшее образование. У вас есть опыт работы на аналогичной должности от 1-го года. Вы знаете основы работы...,Опыт 1-3 года,
Старший продакт-менеджер,https://hh.ru/vacancy/130251265?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Санкт-Петербург,Группа компаний БТК,"Высшее образование (технолог, конструктор швейных или трикотажных изделий, дизайнер одежды). Знание основ процесса производства швейных изделий. Понимание современных тенденций в...",Опыт 1-3 года,
Продакт-менеджер (дымоудаление),https://hh.ru/vacancy/131865604?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Русклимат,"Высшее техническое/маркетинговое образование. Знание конструктивных особенностей оборудования и технологии производства вентиляционного оборудования. Уверенный пользователь ПК(Excel, PowerPoint, 1С).",Опыт 3-6 лет,
Продакт-менеджер \ Менеджер по развитию (Светотехника),https://hh.ru/vacancy/131431428?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Лайтингтехнолоджирус,"Высшее образование. Опыт работы на должности категорийного, бренд или продукт-менеджера от 2-х лет, опыт работы в сфере активных...",Опыт 1-3 года,
Продакт менеджер / Категорийный менеджер (пылесосы/дом),https://hh.ru/vacancy/131756893?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО Шварц,"Опыт в закупках / продукте / категории (ОБЯЗАТЕЛЕН опыт в категориях пылесосы/дом!). Опыт участия в запуске продуктов (полный цикл, включая разработку).",Опыт 1-3 года,
Продакт-менеджер (фарма / БАДы / косметика),https://hh.ru/vacancy/131454299?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО Гай-Комплект,"Высшее образование (маркетинг, экономика, социология или смежные области). Опыт работы",Опыт 1-3 года,
Продакт-менеджер по одежде /Дизайнер,https://hh.ru/vacancy/131899660?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Иваново, р-н Фрунзенский",ООО МГРУПП,"Опыт работы в сфере производства одежды: менеджер производства,",Опыт 1-3 года,
Продакт - менеджер (Венарель),https://hh.ru/vacancy/131851696?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО Петровакс Фарм,"Успешный опыт ведения продукта на фармацевтическом рынке. Нацеленность на достижение результата, способность расставлять приоритеты в работе и организовывать свое время.",Опыт 1-3 года,
Врач травматолог-ортопед / продакт - менеджер,https://hh.ru/vacancy/131562691?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО АЙРОНМЭН,"Высшее медицинское образование. Ответственность, дисциплинированность, самоорганизация. Стрессоустойчивость, многозадачность. Желание развиваться.",Опыт 3-6 лет,
Продакт-менеджер по косметологическому оборудованию,https://hh.ru/vacancy/130552143?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО Медицинские системы и технологии,"Высшее медицинское/инженерное образование. Знание ключевых игроков и сегментов косметологического рынка. Общая техническая грамотность, понимание физики процессов, умение читать технические...",Опыт 3-6 лет,
Продакт-менеджер/NPD (БАД),https://hh.ru/vacancy/124975447?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО Натури Фарм,"Имеет высшее образование (экономика, маркетинг, фармацевтика, химико-технологическое) и опыт от 3 лет на аналогичной роли в сфере БАД, фармы...",Опыт 3-6 лет,
Старший продакт-менеджер (конечное распределение),https://hh.ru/vacancy/131580948?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,АО Курский электроаппаратный завод,Высшее электротехническое образование. Понимание жизненного цикла продукта. Умение построить модель каскада цен от себестоимости до цены на полке (понимание ценовой...,Опыт 3-6 лет,
"Старший продакт-менеджер/Категорийный менеджер/ Brand Manager/ КБТ, ТВ, Gaming, IT, Mobile, Телеком",https://hh.ru/vacancy/126833034?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Химки,VVP Group,"Обязательный опыт продвижения аналогичных продуктов, особенно приветствуется опыт работы в категориях: ТВ, КБТ, МБТ (бытовая техника), Gaming, пользовательская электроника, ИТ...",Опыт более 6 лет,
Продакт-менеджер/Менеджер продукта/Руководитель товарного направления,https://hh.ru/vacancy/131586018?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Клавторг,Успешный опыт работы на аналогичной позиции (,Опыт 3-6 лет,
Продакт-менеджер (мужская одежда),https://hh.ru/vacancy/131865667?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ОЛОВО,Посещение выставок и понимание fashion-трендов. Требования: - Высшее образование в сфере легкой промышленности. - Опыт работы в сфере от 3х...,Опыт 3-6 лет,
Product manager (Продакт менеджер),https://hh.ru/vacancy/131870193?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Алматы,ТОО Smart Solutions Personnel,Высшее медицинское или фармацевтическое образование. Опыт работы Product Manager в фармацевтической компании от 2–3 лет (предпочтительно от 5 лет).,Опыт 3-6 лет,
Категорийный менеджер/Продакт менеджер,https://hh.ru/vacancy/125751544?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,COZY HOME,"Глубокое понимание специфики рынка, трендов, моделей потребительского поведения и ключевых игроков. Свободное владение инструментами категорийного менеджмента: ABC/XYZ, расчет оборачиваемости...",Опыт 3-6 лет,
Продакт - менеджер/Бренд - менеджер,https://hh.ru/vacancy/129008132?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ЭДКОМ,"Активное участие и успешные поставки в рамках программ: Национальный проект ""Образование"", Школа новых технологий (МЭШ), WorldSkills. - Есть опыт работы с...",Опыт 3-6 лет,
Продакт-менеджер / Менеджер по управлению ассортиментом (готовая еда),https://hh.ru/vacancy/131318042?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Санкт-Петербург,GrowFood,"Понимание рынка готовой еды, опыт работы Product Manager / Product Owner в компаниях, занимающихся готовой едой (подписочные сервисы, производство и продажа...",Опыт 3-6 лет,
Продакт-менеджер (производство косметики),https://hh.ru/vacancy/131860644?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Новомосковский административный округ,Divage,Имеет успешный опыт работы разработки продуктов в косметической индустрии (опыт с декоративной косметикой будет значительным преимуществом). Владеет английским языком на...,Опыт 1-3 года,
CEO Assistant в агентство по управлению репутацией (с функцией продакт менеджера/проджект менеджера),https://hh.ru/vacancy/131161732?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Минск,Digital-агентство Newmediastar,"У тебя аналитический склад ума (любишь таблички, базы, порядок). Опыт не так важен, как умение быстро въезжать в тему.",Опыт 1-3 года,
Продакт-менеджер в IT,https://hh.ru/vacancy/129714818?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Вологодское зодчество,Опыт Product Manager / Product Owner в B2B IT-продукте от 2 лет. Практика управления бэклогом и релизами (Scrum...,Опыт 3-6 лет,
"Продуктолог / Продакт-менеджер (одежда, fashion, маркетплейсы WB / Ozon)",https://hh.ru/vacancy/131427157?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,MyCloz,"Опыт в fast fashion. Опыт работы с маркетплейсами (Wildberries / Ozon). Опыт в офлайн-брендах. Понимание, какие модели реально продаются.",Опыт 1-3 года,
Продакт-менеджер по работе с фабриками в Китае,https://hh.ru/vacancy/131637251?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Москва, р-н Нижегородский",Интикома,Опыт работы со швейным производством в Китае от 2–3 лет. Понимание полного цикла производства одежды. Практический опыт размещения заказов...,Опыт 1-3 года,
Бренд-менеджер/Продакт-менеджер по группе ОТС-препаратов,https://hh.ru/vacancy/131477842?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО НПП ФАРМАКЛОН,Высшее образование в области маркетинга . Опыт работы в бизнес структуре от 2-х лет. Успешный опыт самостоятельных проектов по созданию...,Опыт 3-6 лет,
Продакт-менеджер направления Хранения данных,https://hh.ru/vacancy/131884696?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Selectel,Опыт работы,Опыт 3-6 лет,
